"from","to","from_class","to_class","edge_class","Kinship","edge_time","edge_code","kinship"
"800","1580","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1504","1580","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1509","1580","person","person","Friends/Moderately close family ties",2,"2004",2,"cousins"
"1530","1580","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1556","1580","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1579","1580","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1580","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1580","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"177","1582","person","person","Acquaintances/Distant familiy ties",0,"2004",1,"no kinship"
"801","1582","person","person","Acquaintances/Distant familiy ties",0,"2004",1,"no kinship"
"1506","1582","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1509","1582","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1562","1582","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"177","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"577","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"598","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"800","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"802","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1504","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1507","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1509","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1534","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1556","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1558","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1561","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1579","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1580","1590","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1590","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"177","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"577","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"598","1595","person","person","Close Friends/Family",3,"2004",3,"sibling"
"802","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1556","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1558","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1561","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1562","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1570","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1580","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"1590","1595","person","person","Friends/Moderately close family ties",0,"2004",2,"no kinship"
"177","800","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1509","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1574","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1580","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1582","person","person","Acquaintances/Distant familiy ties",0,"2005",1,"no kinship"
"598","800","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"598","802","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","800","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"598","800","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"800","1580","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"801","1506","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"801","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"801","1582","person","person","Acquaintances/Distant familiy ties",0,"2005",1,"no kinship"
"598","802","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"801","1506","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1506","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1506","1582","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1509","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1509","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1509","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1509","1580","person","person","Friends/Moderately close family ties",2,"2005",2,"cousins"
"1509","1582","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"801","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1506","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1509","1562","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1562","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1562","1582","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1574","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1574","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1509","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1562","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1574","1579","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1579","1580","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1580","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"800","1580","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1509","1580","person","person","Friends/Moderately close family ties",2,"2005",2,"cousins"
"1579","1580","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","1582","person","person","Acquaintances/Distant familiy ties",0,"2005",1,"no kinship"
"801","1582","person","person","Acquaintances/Distant familiy ties",0,"2005",1,"no kinship"
"1506","1582","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1509","1582","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"1562","1582","person","person","Friends/Moderately close family ties",0,"2005",2,"no kinship"
"177","800","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"177","1574","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"177","1580","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"598","800","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"598","802","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"177","800","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"598","800","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"800","1580","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"598","802","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"177","1574","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"177","1580","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"800","1580","person","person","Friends/Moderately close family ties",0,"2006",2,"no kinship"
"177","1574","person","person","Friends/Moderately close family ties",0,"2007",2,"no kinship"
"177","1574","person","person","Friends/Moderately close family ties",0,"2007",2,"no kinship"
